name,height_in_cm,market_value_in_eur
Derrick Williams,180,
Tito,174,
Frédéric Gounongbe,191,
Aleksandar Gojkovic,183,
Dusan Micic,190,
Hansell Arauz,180,
Christos Arkoudas,182,
Andreas Iraklis,181,
Angelos Zouboulakis,177,
Min-woo Kim,174,
Jacob Egeris,185,
Alejandro Gálvez,190,
Anton Piskunov,178,
Sergiy Litovchenko,192,
David Cubillas,191,
Tom Anderson,193,
Ramazotti,193,
Dávid Kelemen,185,
Jak Alnwick,187,
Saido Berahino,180,
Jamal Blackman,199,
Nathaniel Chalobah,185,
Conor Coady,185,
Josh McEachran,178,
Liam Moore,185,
Jack Robinson,180,
George Thorne,188,
Tom Thorpe,188,
Andre Wisdom,186,
Giannis Fetfatzidis,165,
Leandro Chaparro,173,
Sherwin Grot,187,
Andrey Vasiljev,184,
James Craigen,183,
Jamie Reckord,173,
Ethan Ebanks-Landell,188,
Jake Jervis,191,
Nathan Redmond,173,
Jores Okore,183,
Rasmus Thelander,191,
Ilya Kutepov,192,
Giovani,188,
Romário,184,
Giannis Potouridis,182,
Georgios Valerianos,180,
Duarte Duarte,176,
Torgeir Börven,185,
Stefan Popescu,180,
Siyanda Xulu,188,
Marc Martínez,186,
Zouhair Feddal,191,
Dmytro Ivanov,190,
Djuro Zec,178,
Gerard Deulofeu,177,
Derik Osede,184,
Jorge Ortí,180,
Dinu Moldovan,182,
Josh Pritchard,181,
Marcello Trotta,188,
Chuli,170,
Giannis Riganas,190,
Oebele Schokker,179,
Lion Kaak,180,
Tim Keurntjes,176,
Ted van de Pavert,194,
Marko Mitrović,190,
Sam Walker,196,
Sergey Chernik,187,
Glenn Claes,179,
Alexander Corryn,177,
Adrien Faidherbe,181,
Yannick Haesevoets,182,
Guillaume Hubert,198,
Willem Ofori,178,
Dennes De Kegel,174,
Julien De Sart,187,
Junior Malanda,181,
Jonas Van Kerckhoven,174,
Daimy Deflem,178,
Charlie Austin,188,
Artur Rudko,190,
Jan Peterka,185,
Luíz Carlos,175,
Cheick Doukouré,180,
Keijiro Ogawa,170,
Takuya Okamoto,175,
Yoshiaki Takagi,168,
Theodoros Berios,191,
Vasilios Golias,178,
José Francisco Cevallos Jr.,186,
Xavi Ginard,186,
Víctor Rodríguez,167,
Barak Badash,186,
Nir Bitton,196,
Omri Ben Harush,185,
Cristian Battocchio,169,
Roei Dayan,184,
Molla Wagué,191,
Hanan Maman,187,
Dale Carrick,180,
Billy King,178,
Alexandros Perogamvrakis,176,
Hyun-jun Suk,190,
Oleksandr Golikov,180,
Dmytro Grechyshkin,175,
David Oberhauser,187,
Yaya Soumahoro,173,
Michalis Bakakis,175,
Dimitrios Roussis,190,
Jonathan Bauman,178,
Giuseppe Rizzo,180,
Emiliano García,186,
Yevgen Kolesnyk,178,
Daniel Alfei,180,
Sandro Wieser,185,
Jake Taylor,178,
Miquel Nelom,175,
Yuriy Bushman,178,
Janne Saksela,185,
George Tucudean,186,
Filippo Boniperti,180,
Roberto Crivello,178,
Nnamdi Oduamadi,175,
Simone Verdi,174,
Alessandro Florenzi,173,
Stefano Pettinari,185,
Jerry Mbakogu,185,
Antonio Santurro,192,
Nicolas Rommens,186,
Islam Feruz,163,
Fernando Godoy,172,
Alfredo Donnarumma,180,
Francesco Nicastro,182,
Riccardo Regno,179,
Yoiver González,178,
Riffi Mandanda,185,
Wanderson Miranda,179,
Hannes Anier,182,
Igor Rossi,189,
Tiago Mesquita,180,
Vítor Bruno,171,
Kristján Gauti Emilsson,186,
Craig Slater,178,
George Francomb,180,
Giannelli Imbula,186,
Marios Antoniadis,183,
Dale Hilson,172,
Yevgen Zubeyko,179,
Kevin McHattie,181,
Vasco Rocha,182,
Yevgen Zarichnyuk,174,
Idris Mandiang,189,
Rudy,189,
Boubacar Fofana,193,
Marco Baixinho,187,
Héctor Quiñónes,178,
Fabián Castillo,171,
Jeison Murillo,182,
Gastón Brugman,175,
Zeca,182,
Juan Agudelo,185,
Lewis Horner,180,
Perry Kitchen,183,
Eriq Zavaleta,185,
Ezequiel Cirigliano,174,
Federico Rasmussen,191,
Danny van den Meiracker,193,
Dylan Flores,170,
Jonathan Moya,187,
Goran Milovic,195,
Toni Gorupec,178,
Danijel Miskic,182,
Filip Mrzljak,175,
Jozo Simunovic,191,
Artem Polyarus,182,
Il-lok Yun,178,
Rodrigo,182,
Rostyslav Bagdasarov,174,
Thomas Pledl,174,
André Simões,177,
Billel Omrani,188,
Luís Rocha,186,
Abdul Ajagun,165,
Ramon Azeez,170,
Edafe Egbedi,166,
Olarenwaju Kayode,176,
Kenneth Omeruo,185,
Ogenyi Onazi,173,
Mehdi Bourabia,183,
Petar Kunic,189,
Nermin Zolotic,189,
Diego Galo,185,
Gökay Iravul,171,
Roberto Firmino,181,
Süleyman Özdamar,182,
Thomas Lam,188,
Samuel Santos,177,
Najib Ammari,178,
Ziri Hammar,179,
Diego Lopes,171,
Majed Hassan,182,
Kevin Lasagna,186,
James Severn,189,
Jonny Mosquera,172,
Georgios Delizisis,191,
Mattias Johansson,174,
Dimitrios Diamantopoulos,179,
Victor Nikiema,175,
Fadil Sido,170,
Jorge Fellipe,190,
Eliandro,181,
Tsuyoshi Kodama,183,
Sergey Tkachev,184,
Charis Kostakis,175,
Mustafa Durak,180,
Joe Chalmers,188,
John Herron,180,
Thomas Reilly,178,
Mo Yaqub,183,
João Carlos Teixeira,177,
Josh Parker,181,
Jurado,173,
Dimitrios Macheras,178,
Pavlos Mitropoulos,183,
Denis Streker,188,
Samuel Stefanik,177,
Karel Van Roose,186,
Mikkel Agger,180,
Grégory Mertens,190,
Dolly Menga,180,
Min-soo Lee,178,
Kaveh Rezaei,185,
Payam Sadeghian,174,
Seyed Hossein Hosseini,189,
Morteza Pouraliganji,185,
Xavi Molina,182,
Nikolaos Tsoumanis,181,
Thomas Nazlidis,185,
Vasilios Konstantinidis,191,
Panagiotis Kourdakis,185,
Tony Watt,186,
Aday Benítez,178,
Georgios Theos,184,
Ivan Rogac,192,
Ali Maâloul,175,
Syam Ben Youssef,189,
Felipe Gutiérrez,175,
Aytac Öden,185,
Mory-Fallo Keïta,190,
Gregor Breinburg,175,
Billy Knott,173,
Ross Davidson,177,
Dossa Júnior,189,
Alessandro Cerigioni,182,
Pablo Mazza,175,
Panagiotis Triadis,178,
Adam Janos,173,
David Pavelka,185,
Edgar Méndez,187,
Jeff Mensah,178,
Ivan Lendric,184,
Tomislav Glumac,194,
Marko Meerits,186,
Karim Ansarifard,186,
Sergey Maliy,195,
Phil Ofosu-Ayeh,181,
Lucas Finazzi,179,
Lorenzo Insigne,163,
Raoul Loé,192,
Vasil Bozhikov,185,
Julian Jeanvier,183,
Jayden Stockley,188,
Danny Ings,177,
Andrea Tabanelli,192,
Wágner,173,
Filippo Lombardi,187,
Kadú,190,
Tyler Blackett,183,
Matthias Fanimo,175,
Adam Jackson,187,
Callum McFadzean,181,
Nick Powell,183,
Blair Turgott,183,
Piotr Wlazło,184,
Ibrahima Balde,188,
Willie Robertson,175,
Robert Thomson,188,
Jore Trompet,178,
Ondrej Vanek,179,
Filipe Melo,189,
Zé Luís,184,
Coronas,178,
Mykola Gibalyuk,178,
Mohamed Ali Yaakoubi,192,
Sinan Bakış,188,
Omar Bogle,187,
Bedi Mbenza,182,
Aimé Bakula,178,
Renze Fij,188,
Billy Ketkeophomphone,180,
Oleksandr Volkov,180,
Daniele Baselli,182,
Jesé,178,
Andrea La Mantia,190,
Matthias Strohmaier,188,
Elliott Frear,173,
Igor Ozarkiv,176,
Michael Uchebo,194,
Riza Durmisi,173,
Frederik Holst,176,
Kenneth Zohore,190,
Danny Amankwaa,176,
Mads Nielsen,192,
Patrick Olsen,178,
Youssouf Sabaly,173,
Blair Alston,181,
Kieran Felix,186,
Leonardo Melazzi,176,
Nikolaj Hagelskjaer,186,
Nika Dzalamidze,173,
Yuriy Yakovenko,192,
Simone Calvano,183,
Simone Magnaghi,188,
Andrea Romanò,183,
Andrea Schiavone,176,
Matteo Solini,186,
Armando Vajushi,180,
Chuma Anene,189,
Andy Boyle,185,
Fredrik Midtsjø,176,
Havard Nielsen,187,
Eren Tozlu,178,
Emre Gürbüz,192,
Hasan Türk,182,
Gerrit Wegkamp,193,
George Williams,172,
Eyüp Akcan,171,
Kadeem Harris,174,
Vasilios Karagounis,176,
Kenny Otigba,190,
Konstantinos Rougalas,190,
Ryan Bowman,188,
Oleksiy Shevchenko,188,
Anastasios Tzirakis,180,
Caner Cavlan,175,
Almir,174,
Aaron Martin,190,
Samba Diakité,186,
Carlos Carbonero,180,
Papy Djilobodji,193,
Dimitrios Diamantakos,182,
Spyros Fourlanos,185,
Praxitelis Vouros,183,
Nikolaos Kousidis,175,
Steve Beleck,187,
Tomás De Vincenti,178,
Giannis Goniadis,172,
Amiri Kurdi,179,
Gabriel Rodríguez,183,
Eli Babalj,195,
Alex Wynter,183,
Callum Ball,185,
Alex Henshall,177,
Cedrick,168,
Alejandro Arribas,182,
Sergey Bryzgalov,182,
Sergiy Boyko,187,
Zainadine,180,
Abdou Dampha,184,
Sadio Diallo,182,
Erhan Kartal,171,
Alperen Uysal,190,
Artun Akcakin,183,
Bilal Gülden,185,
Mayko,185,
Miguel Ángel Guerrero,180,
Danilo Dias,173,
Sofiane Khadda,181,
Romain Amalfitano,175,
Zakaria Diallo,194,
Tornike Okriashvili,181,
Christophe Kerbrat,183,
Julien Berthomier,180,
Simon Bracké,183,
Mustafa Amini,175,
Gino Peruzzi,179,
Alan Henrique,189,
Diego Maurício,183,
Mathias Autret,179,
Christopher Maboulou,185,
Craig Clay,180,
Rúben Brígido,172,
Boris Tashchy,192,
Pietro Perdichizzi,182,
Fábio Nunes,180,
Rosario Licata,184,
Ibragim Tsallagov,179,
Joseph Boum,186,
Pape Camara,190,
Mert Göktepe,190,
Lucas Ohlander,179,
Renato,183,
Wojciech Pawlowski,190,
Numan Cürüksu,190,
Luka Krajnc,187,
Luís Sousa,170,
Chengdong Zhang,185,
Álvaro Arroyo,180,
Tortol Lumanza,178,
Alpaslan Öztürk,186,
Eli Elbaz,188,
Theodosis Kyprou,183,
Pablo Alcolea,184,
Francisco Portillo,169,
Ibrahima Conté,174,
Darko Bjedov,191,
Stefan Drazic,187,
Mohamed Larbi,186,
Mickaël Le Bihan,184,
Mikail Albayrak,170,
Antonio Rojano,179,
Maksim Kazankov,175,
Joseph Agyriba,192,
Claiton,188,
Achraf Lazaar,184,
Kenny Anderson,180,
Mark Janssen,184,
Gevaro Nepomuceno,175,
Jos Peltzer,188,
Luca Zander,183,
Nicolas Pallois,189,
Férébory Doré,193,
Raffaele Pucino,183,
Cumali Bisi,176,
Oguz Ceylan,174,
Tiago Rodrigues,177,
João Amorim,178,
Josué Sá,187,
Gus Ledes,173,
Rúben Pinto,183,
Stergios Dimopoulos,180,
Raúl Carnero,179,
Rodrigo Alborno,180,
José Núñez,173,
Leandro Damião,188,
Ignacio Lores Varela,182,
Konstantinos Theodoropoulos,198,
Grigoris Kyziridis,176,
Aníbal Capela,188,
Aleksey Berezin,190,
Ledian Memushaj,175,
Mateusz Prus,187,
Amessan,177,
Ivan Jovanovic,185,
Petar Djurickovic,178,
Giannis Gesios,183,
Nicolò Manfredini,190,
Diego Benito,176,
Lehlogonolo Masalesa,191,
Manolis Stefanakos,200,
Tomás Pina,185,
Sinisa Babic,178,
Ivica Zunic,196,
Emanuel Herrera,186,
Ismail Haktan Odabasi,178,
David Depetris,185,
Andreas Samaris,189,
Babajide Ogunbiyi,193,
Marcos dos Santos,169,
Armando Sadiku,185,
Fernando Aristeguieta,188,
Edder Farías,183,
Lucas Chiaretti,171,
Francisco Pol Hurtado,173,
Ericson,188,
Kévin Vinetot,187,
Ryan Fredericks,181,
Bernie Ibini-Isei,187,
Ryota Morioka,183,
Lei Wu,174,
Rilwan Hassan,172,
Artem Rakhmanov,195,
Florentin Pogba,189,
Rikki McIntosh,173,
Liam Caddis,173,
Raffaele Maiello,177,
Michael Odibe,189,
Ofir Davidzada,178,
Maksim Volodko,180,
Josip Drmic,184,
Franck Etoundi,185,
Niclas Vemmelund,186,
Johan Larsson,182,
Amadaiya Rennie,186,
Arbi Mezhiev,190,
Wannes Van Tricht,173,
Julian Rullier,176,
Danilo Avelar,185,
Daniel Bessa,178,
Koenraad Hendrickx,188,
Senad Karahmet,186,
Pierre-Yves Ngawa,187,
Tino-Sven Susic,186,
Jonas Heymans,182,
Anthony Limbombe,177,
Jordan Lukaku,180,
Caio Canedo,176,
Nikita Malyarov,182,
Luis Rodríguez,176,
Lee Oliveira,188,
Teal Bunbury,188,
Mohamed Ibrahim,178,
Akeem Latifu,182,
Cameron Gayle,181,
Lee Lynch,179,
Liam O'Neil,181,
Kemar Roofe,178,
Vinicio Angulo,186,
Aziz Deen-Conteh,178,
Rohan Ince,194,
Larnell Cole,168,
Michele Fornasier,186,
Zeki Fryers,185,
Etzaz Hussain,176,
Steve Clark,190,
Zeki Yildirim,180,
Cheick Touré,186,
Gerard Gohou,184,
Kara Mbodj,192,
José Carlos Álvarez,178,
Cristian Tello,178,
Álvaro Vázquez,182,
Stefan Scougall,170,
Marcelo Djaló,193,
Guillermo Fernández,181,
Pablo Hervías,174,
Adrián Ortolá,187,
Nicky Riley,173,
Emil Bergström,188,
Santiago Tréllez,185,
Lamisha Musonda,167,
Anthony Ujah,180,
Philtzgerald Mbaka,176,
Olivier Vannucci,187,
Mathías Abero,184,
Cihan Yildiz,178,
Raúl Navas,187,
José Ruiz,177,
Gary Martin,180,
Guy Melamed,178,
Bruno Godeau,190,
Jens Cools,189,
Stefano Scognamillo,183,
Dino Martinovic,180,
Sören Reese,184,
Jesper Drost,181,
David Texeira,182,
Krisztián Adorján,184,
Mohamed Aoulad,183,
Nikola Aksentijevic,179,
Matija Nastasić,187,
Reuben Gabriel,195,
Léo Gamalho,188,
Georgios Katidis,175,
Lee Lucas,175,
Martí Riverola,177,
Artur Novotryasov,183,
Mateusz Mak,178,
Seung-hoon Oh,192,
Nikola Antic,178,
Lazar Markovic,175,
Filip Pajovic,187,
Aleksandar Scekic,193,
Yann Songo'o,184,
Ali Öztürk,191,
Onur Akbay,180,
Ishak Cakmak,177,
Egor Ivanov,184,
Artem Popov,177,
Kirill Suslov,186,
Petr Ten,175,
Mukhammad Sultonov,178,
Sergey Chernyshuk,185,
Diogo Campos,174,
Aleksey Mamonov,188,
Dmitri Otstavnov,190,
Ivan Solovjev,170,
Gökhan Alsan,168,
Fernando Boldrin,180,
Saphir Taïder,180,
William Menezes,192,
Luan Scapolan,183,
Júnior Urso,181,
Pedro Sass,180,
Milos Antic,187,
Josh Mullin,180,
Jonas Knudsen,185,
Edu Machado,175,
Valeriy Gryshyn,183,
Haydar Yilmaz,187,
Junior Tallo,185,
Lucas Dawson,186,
Jevrem Kosnic,190,
Richardson,174,
Afriyie Acquah,179,
Nicolás Castillo,179,
Rafael Crivellaro,183,
Sergio León,176,
Sebastián Píriz,186,
Arsen Oganesyan,182,
Munas Dabbur,182,
Efsan Gecgin,183,
Diogo Salomão,174,
Arsen Khubulov,181,
Jon Flanagan,181,
Evgeniy Shlyakov,184,
Aleksey Druzin,176,
Ruslan Koryan,182,
Sergey Breev,179,
Igor Koronov,177,
Vinícius,179,
Vladimir Bajic,191,
Christopher Geertsen,177,
Peter Suswam,185,
Federico Palacios,170,
Remi Mulumba,178,
Zinédine Machach,185,
Max Nawe,187,
Raphael Framberger,179,
Max Meyer,173,
Nico Brandenburger,185,
Anthony Syhre,186,
Nikolay Fadeev,182,
Vladimir Ponomarev,193,
Lum Rexhepi,192,
Denis Shebanov,189,
Anton Sobolev,174,
Denis Sobolev,173,
Maksim Zhestkov,179,
Antoine Rabillard,180,
Soslan Gatagov,180,
Artur Minosyan,178,
Samir Carruthers,173,
Conor Townsend,183,
Anton Saroka,187,
Tugrul Erat,190,
Amidu Salifu,182,
Andrea Barberis,177,
George Baldock,178,
Maksym Borovets,173,
Alexander Brunst,195,
Nyasha Mushekwi,188,
Milos Stamenkovic,186,
Luca Antei,186,
Gianluca Caprari,171,
Eric Larsson,175,
Majeed Waris,172,
Kerim Frei,171,
Wissam Ben Yedder,170,
Egor Baburin,191,
Lennert Vanherberghen,183,
Ernestas Setkus,190,
Joel Untersee,181,
Marco van Ginkel,186,
Musa Araz,173,
Cédric Brunner,180,
Levent Gülen,186,
Salim Khelifi,172,
Kevin Tsimba,171,
Yuriy Nesterenko,187,
Fran Vélez,182,
José Izquierdo,171,
Mathias Nielsen,187,
Cristian Lema,191,
Bright Dike,185,
Hugo Rodríguez,184,
Sergey Sukharev,180,
Jens Naessens,187,
Jeremy Dudziak,176,
Thalles,188,
Bruno Uvini,187,
Raúl Cáceres,180,
Jérémy Serwy,172,
Michaël Pereira,180,
Vincent Aboubakar,184,
Bülent Cevahir,171,
Lukas Julis,188,
Lukas Vrastil,185,
Sebastian Andersson,190,
Kwame Nsor,188,
Nicolas Isimat-Mirin,187,
Abdullah Al-Mayouf,189,
Waleed Bakshween,176,
Márcio Rosário,187,
Paul George,177,
Florin Bejan,186,
Florentin Matei,175,
Mikhail Levashov,193,
Maksim Pavlov,192,
Florian Stritzel,197,
Sven Mende,186,
Atilay Batbay,180,
Marian Sarr,189,
Matti Steinmann,189,
Jeff Hendrick,185,
Mads Aaquist,176,
Lucas Andersen,184,
Nicolai Johannesen,186,
Mathias Mejer Knudsen,177,
Oliver Korch,188,
Kristian Lindberg,184,
Frederik Möller,180,
Divock Origi,189,
Marco Larsen,179,
Lasse Vigen,180,
Abdoulay Diaby,173,
Artem Potapov,190,
Timofey Margasov,181,
Mikel Agu,186,
Aleksey Skornyakov,191,
Koray Altinay,186,
Jude Winchester,173,
Amedeo Benedetti,170,
Clément Maury,182,
Facundo Píriz,187,
Khasan Akhriev,176,
Rafael Broetto,196,
Tomas Kalas,184,
Adilson Goiano,180,
Andrés Escobar,167,
Jiri Skalak,177,
Bruno Peres,178,
Somália,181,
Barnabás Bese,188,
Soma Novothny,185,
Dániel Prosser,178,
Sean Murray,176,
Frankie Sutherland,177,
Paul-Georges Ntep,180,
Carl McHugh,180,
Konstantinos Stafylidis,178,
Vladimir Sobolev,170,
Fidel,180,
Anthony Knockaert,172,
Thomas Vincensini,185,
Afonso,172,
Ewerton,188,
Paterson Chato,186,
Jan-Marc Schneider,178,
Julio Furch,188,
Luciano Abecasis,175,
Saliou Ciss,175,
Bryan Dabo,187,
Andrey Zotov,184,
Atinc Nukan,196,
Michaël Barreto,175,
Marco Crimi,179,
Tarek Hamed,165,
Marwan Mohsen,187,
Zakarya Bergdich,174,
Jonathan Delaplace,168,
Declan McManus,180,
Stephen O'Neill,185,
Nawaf Al-Abed,170,
André Preto,180,
Rafael Veloso,192,
Léo Lacroix,197,
Sancidino,176,
Daniel Martins,189,
Arturs Karasausks,178,
Betinho,179,
Tiago Ferreira,185,
André Teixeira,182,
Zan Benedicic,187,
Matija Boben,191,
Raphael Martinho,183,
Nuri Fatih Aydin,171,
Denis Kutin,187,
Ayub Masika,170,
Daniel Mesenhöler,188,
Tenglong Lei,183,
Xizhe Zhang,180,
Ross Laidlaw,201,
Gojko Cimirot,178,
Frédéric Mendy,193,
Valentín Viola,182,
Sylian Mokono,188,
Michiel Jonckheere,180,
Aron Sigurdarson,177,
Georgiy Tigiev,177,
Yoro Ly,179,
Recio,183,
Antonio Marchesano,168,
Júnior Lopes,190,
Yanic Wildschut,187,
Chisamba Lungu,178,
Ross Callachan,178,
Ravil Netfullin,174,
Nikola Vukcevic,187,
David Wijns,181,
Tom Beugelsdijk,192,
Auremir,174,
Kevin Visser,182,
Erdin Demir,178,
Ferhan Hasani,188,
Marlon Ritter,173,
Vítor Saba,184,
Igor Spiridonov,190,
Torbjörn Agdestein,186,
Matthieu Debisschop,179,
Deyvison,186,
Sebá,182,
Besar Halimi,169,
Manuel Prietl,187,
David Gold,178,
Paul Grant,183,
Danny Handling,183,
Dean Horribine,177,
Eric Oelschlägel,193,
Fredrik Brustad,190,
Ricardo Ippel,178,
Bilal Sezer,178,
Kyle Ebecilio,182,
Alessio Curia,168,
Nicolas Delporte,178,
Kristijan Miljevic-Sachpekidis,178,
Mehdi Tarfi,175,
Julien Vercauteren,171,
Florian Niederlechner,187,
Nicolás Blandi,180,
Maciej Makuszewski,176,
Fernando Canesin,174,
Junior Kabananga,190,
Dorian Babunski,186,
Fabian Kalig,180,
Thomas Murg,173,
Damian Roßbach,187,
Vicente Gómez,187,
Jonathan Viera,171,
Furkan Alakmak,177,
Youri Loen,177,
Bebé,190,
Fawaz Al-Terais,172,
Nemanja Krstic,178,
Darko Lemajic,198,
Noël Soumah,185,
Emil La Cour,181,
Nicolás Vélez,173,
André Bjerregaard,188,
Jakob Rasmussen,185,
Lukas Fröde,192,
Marcel Hilßner,183,
Ricardo Andrade,187,
Marko Simonovski,185,
Ezequiel Calvente,169,
Nick Hengelman,186,
Hasan Kılıç,183,
Christopher Routis,186,
Ibrahim Al-Zubaidi,172,
Terry Antonis,180,
Mateusz Matras,193,
Nicolai Brock-Madsen,191,
Raphaël Cacérès,187,
Benjamin Corgnet,179,
Wesley Lautoa,184,
Romain Métanire,178,
Zaine Pierre,179,
Michael Rose,188,
Amin Affane,174,
Todd Kane,180,
Dyjan Azevedo,168,
Danilo Soares,170,
Abdul Khalili,180,
Mohammed Al-Fuhaid,171,
Aleksandr Kryuchkov,175,
Merlin Tandjigora,172,
Kwasi Wriedt,188,
Archie Macphee,183,
Ricardo Janota,190,
Semih Beyaz,171,
Daryll Meggatt,178,
Renê Santos,187,
Simone Corazza,178,
Matteo Grandi,190,
Rune Hastrup,174,
Sharif Mukhammad,184,
Piotr Parzyszek,191,
Michael Harriman,171,
Andriy Slinkin,178,
Apti Akhyadov,180,
Khalid Kadyrov,164,
Maksim Tishkin,181,
Matthew Cooper,183,
Fabian Pietler,176,
Yannik Schulze,186,
Salvador Agra,166,
Bruno Lopes,180,
Erik Sabo,187,
Emil Scheel,186,
Karim El Hany,170,
Yuji Ono,170,
Anton Kicha,173,
Ruslan Zubkov,189,
Armen Ambartsumyan,177,
Lukas Spalvis,189,
Bilel Mohsni,191,
Su-hyeok Jo,187,
Vadym Bovtruk,172,
Valeri Qazaishvili,174,
Lasha Parunashvili,183,
Andriy Pylyavskyi,193,
Redvan Memeshev,178,
Mohamed Bangura,185,
Zac MacMath,185,
Arnaud Biatour,185,
William Dutoit,182,
Grégoire Puel,178,
Lucas Veronese,187,
Kristof D'Haene,168,
Laurentiu Branescu,194,
Ali Dere,176,
César Hinestroza,172,
Ventsislav Hristov,185,
Plamen Iliev,182,
Giannis Gelios,190,
Umut Sönmez,184,
Marco Thiede,178,
Luka Milunovic,180,
Arif Ekin,176,
Ian McShane,175,
Gavin Reilly,181,
Greg Stewart,178,
Maik Uhde,182,
Unai Albizua,181,
Unai Bustinza,174,
Javi Eraso,180,
Gorka Magunazelaia,185,
Álex Quintanilla,185,
Álvaro Peña,179,
Jonxa Vidal,175,
Eder Vilarchao,183,
Noé Acosta,177,
Ricky Holmes,188,
Ben Heneghan,190,
John Lundstram,181,
Adam Thomas,191,
Paulo Grilo,184,
Abdul-Aziz Tetteh,186,
Dyego Sousa,189,
Ibrahim Sissoko,174,
Laurent Henkinet,188,
Nick Ansell,185,
Roderick Miller,190,
Frank Acheampong,170,
Sidy Koné,185,
Hrvoje Milicevic,192,
Selim Ay,184,
Muhammet Yürükuslu,175,
Ali Şaşal Vural,187,
Conor Laerenbergh,179,
Ivan Khomukha,190,
Vladimir Zubarev,178,
Tom Ince,178,
Milos Filipovic,178,
Jasper Ameye,192,
Anthony D'Alberto,178,
Solomon Kvirkvelia,196,
Quentin Beunardeau,184,
Michael Hector,193,
Mory Koné,190,
Lenny Nangis,172,
Jeffrey Schlupp,178,
Abdallah Yaisien,173,
Angelos Chanti,186,
Dionysis Giannoulis,181,
Anastasios Tsoumagas,175,
Ahmet Ilhan Özek,181,
Ryan Laursen,182,
Fatih Candan,180,
Aaron Verwilligen,178,
Nuno Lopes,184,
Jakub Szumski,194,
Lukasz Teodorczyk,188,
Rambé,189,
Jasper Otte,182,
Leandro Barrera,179,
Doneil Henry,188,
Nicolai Geertsen,185,
Sebastian Stolze,182,
Stephen Buyl,180,
Jones Carioca,177,
Caner Osmanpaşa,182,
Hendrik Hansen,195,
Maximilian Rossmann,192,
Ager Aketxe,174,
Sergio Mendigutxia,183,
Ismael Tajouri-Shradi,168,
Armin Mujakic,189,
Markus Rusek,178,
Matt Parsons,178,
Nico Neidhart,177,
Ricardo Ribeiro,184,
Abel Camará,185,
Rafael Costa,183,
André Micael,188,
Luís Leal,176,
Nildo Petrolina,175,
Lorenzo Lollo,180,
Mamadou Ba,198,
Gegé,183,
Maximilian Wagener,181,
Max Power,181,
Michael Chacón,175,
Cyrus Christie,188,
Gaël Bigirimana,175,
Tendayi Darikwa,188,
Kieron Freeman,178,
Jon Ander Garrido,185,
Max Ehmer,188,
Stuart Dallas,183,
Luke Hendrie,187,
Sergio Postigo,185,
Eneko Satrústegui,187,
David Timor,185,
Piotr Mroziński,181,
Oscar Hiljemark,184,
Ruslan Abazov,185,
Eneko Eizmendi,174,
Jon Errasti,181,
Julen Etxabeguren,189,
Magomed Mitrishev,177,
Jonathan Nanizayamo,194,
Cammy Smith,175,
Amro Tarek,189,
Antonis Athanasiou,182,
Panagiotis Ballas,182,
János Ferenczi,180,
Lefteris Intzoglou,178,
Ricardo Kishna,187,
Hüseyin Kala,184,
Nick Kuipers,193,
Ronny Marcos,174,
Theodoros Moschonas,196,
Emre Pehlivan,178,
Ertaç Özbir,187,
Brecht Dejaegere,173,
Luís Carlos,170,
Kasper Lynge Nielsen,181,
Delano van Crooij,185,
Daniel Jara,183,
Dennis Srbeny,190,
Kerim Carolus,188,
Roberto Inglese,186,
Joeri Schroijen,178,
Sofiane Moussa,188,
Mohammed Jahfali,185,
Bruno Nascimento,188,
Adrien Trébel,174,
Moritz Bauer,181,
Mergim Brahimi,172,
Darko Jevtic,182,
Andelko Savic,188,
Raphaël Lecomte,178,
Pablo Ceppelini,179,
Federico Rodríguez,185,
Hakan Ates,175,
Gökhan Dincer,177,
Zoran Kvrzic,180,
Christopher Lenz,180,
Francesco Galuppini,181,
Ernesto Torregrossa,184,
Serkan Yalcin,183,
Richard Costa,186,
Kevin van Veen,189,
Wouter van der Steen,187,
Amato Ciciretti,170,
Yigitcan Gölboyu,188,
Jonathan Iglesias,170,
Aytaç Kara,188,
Vitali Zheludok,188,
Yuriy Gazinskiy,184,
Plamen Krachunov,189,
Yacouba Sylla,184,
Árni Vilhjálmsson,181,
Tobias Thomsen,183,
Vasilios Vallianos,174,
Jorge Benítez,182,
Zakaria M'Sila,177,
José Ángel,187,
Bryan Rabello,167,
Uros Spajic,188,
Milos Jojic,177,
Reice Charles-Cook,185,
Simone Ganz,175,
Leonardo Mancuso,182,
Jeffrey Monakana,177,
Mesca,175,
Philip Roberts,180,
Mario Sampirisi,188,
Sonny Stevens,194,
Manuel Torres,175,
Marco da Silva,185,
Mathieu Gomes,179,
Iliass Bel Hassani,175,
Lebogang Manyama,181,
Ivan Banic,187,
Petar Brlek,180,
Dimitrios Stamou,185,
Kubilay Sönmez,183,
Josip Tomasevic,180,
Gaetano Letizia,173,
Fabio Lucioni,185,
Thibault Moulin,174,
Joe Gyau,175,
Manu Molina,177,
Mirko Bigazzi,183,
Raif Husic,190,
Mehdi Terki,185,
Antonio Balzano,176,
Nikolaos Karanikas,176,
Vasilios Rentzas,176,
Konstantinos Triantafyllou,177,
Konstantinos Peristeridis,195,
Mahamadou N'Diaye,185,
Brad McKay,183,
Marc Stendera,173,
Benno Schmitz,182,
Vasilios Metaxoulis,180,
Jurjan Wouda,183,
