name,height_in_cm,market_value_in_eur
Galymzhan Kenzhebek,177,600000.0
Andreas Pyndt,175,600000.0
Bryan Acosta,175,600000.0
Styopa Mkrtchyan,192,600000.0
Wajdi Sahli,183,600000.0
Simon Gustafson,185,600000.0
Jhon Velásquez,163,600000.0
Sinisa Tanjga,189,600000.0
Pione Sisto,172,600000.0
Aleksandr Lomakin,175,600000.0
Jorge Meireles,180,600000.0
Fernando Pacheco,187,600000.0
Dejan Radonjic,190,600000.0
Ifeanyi Eze,180,600000.0
Denzel Jubitana,175,600000.0
Rudy Muñoz,168,600000.0
Ostap Prytula,174,600000.0
Stefan Randjelovic,188,600000.0
Tenton Yenne,178,600000.0
Ivan Mesik,187,600000.0
Brahim Traoré,191,600000.0
Mees Hoedemakers,181,600000.0
Mats Knoester,188,600000.0
Massadio Haïdara,179,600000.0
Myenty Abena,187,600000.0
Matías Tissera,173,600000.0
Elias Hagen,188,600000.0
Peter Gwargis,181,600000.0
Mathieu Patouillet,188,600000.0
Eddy Gnahoré,188,600000.0
Asahi Uenaka,179,600000.0
Dawid Bugaj,185,600000.0
Ante Bekavac,178,600000.0
Sebastian Jørgensen,183,600000.0
Paul Ngongo,192,600000.0
Robin Olsen,196,600000.0
Gabriel Báez,178,600000.0
Álvaro Madrid,179,600000.0
Abdul Yusif,181,600000.0
Samuel Piette,171,600000.0
Ado Onaiwu,180,600000.0
David Toshevski,187,600000.0
Noah Botic,183,600000.0
Igor Leshchuk,188,600000.0
Jeferson Caraballo,177,600000.0
Jewison Bennette,173,600000.0
Anthony Descotte,180,600000.0
Alex Badolato,170,600000.0
Parvizdzhon Umarbaev,168,600000.0
Marko Lukovic,182,600000.0
Maksym Smiyan,179,600000.0
Ivan Mamut,192,600000.0
Takuya Kida,170,600000.0
Francisco Calvo,184,600000.0
Lubomir Tupta,182,600000.0
Mouhamed Tidjane Traore,190,600000.0
Ethan Bartlow,183,600000.0
Johannes Nuñez,182,600000.0
Jonathan Cissé,195,600000.0
Ángel Rico,168,600000.0
Ivan Schranz,185,600000.0
Issa Bah,173,600000.0
Blair Spittal,183,600000.0
Dominique Heintz,188,600000.0
Santiago Moyano,174,600000.0
Adrián Cova,180,600000.0
Wojciech Urbański,184,600000.0
Sem Scheperman,188,600000.0
Tayrell Wouter,179,600000.0
Daniel Jr,174,600000.0
Rayane Belaid,175,600000.0
Daniel Schneider,190,600000.0
Trent Koné-Doherty,175,600000.0
Uğur Kaan Yıldız,181,600000.0
Kacper Sezonienko,193,600000.0
Cameron Harper,176,600000.0
Benjamin Fredrick,187,600000.0
Ewil Murillo,180,600000.0
Anthony Contreras,180,600000.0
Jesper Uneken,189,600000.0
Mattia Valoti,187,600000.0
Adrian Grbic,188,600000.0
Efraín Morales,191,600000.0
Isaac James,175,600000.0
Isak Helstad Amundsen,190,600000.0
Art Smakaj,184,600000.0
Çağtay Kurukalıp,172,600000.0
Ryan Teague,182,600000.0
Akim Abdallah,170,600000.0
Philipp Max,177,600000.0
Haofan Liu,185,600000.0
Sho Omori,177,600000.0
Ognjen Krsmanovic,187,600000.0
Christos Papadopoulos,188,600000.0
Nordin Bukala,184,600000.0
Felix Winther,185,600000.0
Ángel Romero,176,600000.0
Robinho,180,600000.0
Sergio Bermejo,170,600000.0
J.C. Ngando,175,600000.0
Eirik Haugan,185,600000.0
Oscar Krusnell,183,600000.0
Aleksey Sutormin,188,600000.0
Facundo Pérez,170,600000.0
Bojan Adzic,183,600000.0
Samuel Kozlovsky,182,600000.0
Bjørn Inge Utvik,183,600000.0
Carlos Isaac,184,600000.0
Finlay Robertson,171,600000.0
Luca Băsceanu,175,600000.0
Jordan Semedo,175,600000.0
Nicolás Watson,175,600000.0
Mohammad Naderi,188,600000.0
Josias Lukembila,181,600000.0
Ibrahim Cissé,190,600000.0
Nicky Cadden,178,600000.0
Matej Polidar,179,600000.0
Erick Nunes,180,600000.0
Sang-woo Kang,176,600000.0
Mateusz Skrzypczak,191,600000.0
Dylan Bronn,186,600000.0
Ryan Astley,184,600000.0
Tomoya Koyamatsu,171,600000.0
Syb van Ottele,185,600000.0
Ali Kabacalman,176,600000.0
Pape Sy,206,600000.0
Pavel Sedko,178,600000.0
Dorian Paloschi,192,600000.0
Aitor Mañas,185,600000.0
Kelvin Boateng,184,600000.0
Stavros Gavriel,180,600000.0
Taiyo Hiraoka,173,600000.0
Xander Severina,185,600000.0
Kelian Nsona,189,600000.0
Joel Kojo,174,600000.0
Umut Nayir,191,600000.0
Supachok Sarachat,169,600000.0
Terrence Mashego,172,600000.0
Eliano Reijnders,168,600000.0
Sergio Santos,183,600000.0
Tiago Quintal,176,600000.0
Emmanuel Ojeda,180,600000.0
Marcus Younis,175,600000.0
Simen Haram,191,600000.0
Julián Bazán,183,600000.0
Zakaria Draoui,174,600000.0
Paul Komposch,187,600000.0
Kirill Danilin,170,600000.0
Wataru Harada,178,600000.0
Patryk Makuch,187,600000.0
Leonardo Pavoletti,188,600000.0
Matej Vuk,183,600000.0
Yannick Geiger,185,600000.0
Yota Komi,169,600000.0
Daiya Tono,166,600000.0
Lazar Micic,178,600000.0
Camil Jebara,183,600000.0
Koray Günter,185,600000.0
Alef Manga,190,600000.0
Thomas Keller,188,600000.0
Marius Olsen,190,600000.0
Sam Larsson,180,600000.0
Alexis Alégué,175,600000.0
Bo De Kerf,191,600000.0
Vitaliy Boyko,183,600000.0
Simon Hedlund,173,600000.0
Friday Etim,186,600000.0
Rachid Ghezzal,182,600000.0
Charly Keita,192,600000.0
Sigurd Kvile,190,600000.0
Aydyn Bayramov,187,600000.0
Aleksandr Vasyutin,190,600000.0
Davy Gui,185,600000.0
Kenta Itakura,182,600000.0
Alex Timossi Andersson,170,600000.0
Joel Godoy,185,600000.0
Adrian Păun,177,600000.0
Grant-Leon Ranos,180,600000.0
Vladimir Radocaj,176,600000.0
Nathan Fraser,188,600000.0
Konstantinos Chrysopoulos,193,600000.0
Zaid Tahseen,193,600000.0
Nick D'Agostino,175,600000.0
Jae-hyun Go,177,600000.0
Samuel Krasniqi,173,600000.0
Zach Clough,170,600000.0
Gustavo Abregú,185,600000.0
Asker Beck,184,600000.0
Tomasz Neugebauer,182,600000.0
Arlind Ajeti,184,600000.0
Tarık Çetin,193,600000.0
Benoît Nyssen,186,600000.0
Octavian Popescu,180,600000.0
Stênio,180,600000.0
Nicolas Milanovic,185,600000.0
Mikkel Konradsen Ceide,191,600000.0
Ulises Torres,176,600000.0
Yan Maranhão,184,600000.0
Bingourou Kamara,195,600000.0
Karim Hafez,174,600000.0
Sebastian Esposito,191,600000.0
Konstantin Maradishvili,179,600000.0
Maxence Maisonneuve,191,600000.0
Jhon Espinoza,180,600000.0
Eser Gürbüz,178,600000.0
Pepe Castaño,185,600000.0
Moctar Diop,193,600000.0
Ivo Rodrigues,180,600000.0
Gauthier Gallon,186,600000.0
Gerasimos Mitoglou,195,600000.0
Ekhson Pandzhshanbe,174,600000.0
Jader Quiñónes,170,600000.0
Mouhamadou Drammeh,188,600000.0
Daníel Gudjohnsen,190,600000.0
Koji Toriumi,183,600000.0
Lorenzo De Silvestri,187,600000.0
Marcelinho,174,600000.0
Daniel Luna,178,600000.0
Gratas Sirgėdas,176,600000.0
Min-kyu Joo,183,600000.0
Bechir Ben Said,194,600000.0
Warren Caddy,183,600000.0
Jan Leszczyński,191,600000.0
Filip Ottosson,174,600000.0
Pablo Aránguiz,165,600000.0
Peter Kingston,178,600000.0
Ivan Ignatjev,180,600000.0
Vladimer Mamuchashvili,176,600000.0
Simion Michez,178,600000.0
Lukas Willen,189,600000.0
Kanta Doi,186,600000.0
Héctor Herrera,183,600000.0
Woobens Pacius,185,600000.0
Jaime Alvarado,180,600000.0
Jonathan González,170,600000.0
Bastos,184,600000.0
Loué Bayere Junior,188,600000.0
Leonardo Morales,180,600000.0
Filip Cihak,190,600000.0
Taylor Silverholt,181,600000.0
Patrik Demjén,186,600000.0
Zain Issaka,174,600000.0
Raivis Jurkovskis,187,600000.0
Mateo Bajamich,178,600000.0
Daniel Daga,168,600000.0
Ajdi Dajko,188,600000.0
Yaya Sithole,186,600000.0
Jordi Altena,179,600000.0
Konstantin Schopp,195,600000.0
Vukasin Jovanovic,188,600000.0
Jeppe Tverskov,188,600000.0
Indrit Tuci,191,600000.0
Duane Holmes,173,600000.0
Kyosuke Tagawa,181,600000.0
Fran Karacic,185,600000.0
Eric Kitolano,175,600000.0
Aleksandar Dragovic,186,600000.0
Anthony Jung,186,600000.0
Sabir Bougrine,174,600000.0
Advan Kadusic,178,600000.0
Barna Tóth,198,600000.0
Kobe Franklin,173,600000.0
Bogdan Slyubyk,190,600000.0
Jakub Pokorny,187,600000.0
Vincent Burlet,180,600000.0
Niklas Ødegård,189,600000.0
Tyrique Mercera,187,600000.0
Robin Yalçın,185,600000.0
Denys Ndukve,180,600000.0
Agustín Bouzat,170,600000.0
Sigurd Rosted,188,600000.0
German Ignatov,180,600000.0
Ulises Ciccioli,173,600000.0
Abdulla Idrees,173,600000.0
John Pulskamp,188,600000.0
Bart Schenkeveld,184,600000.0
Jan Lucumi,180,600000.0
Marko Bjekovic,182,600000.0
Majid Aliyari,189,600000.0
Rodrigo Fernández Cedrés,174,600000.0
Luka Lijeskic,195,600000.0
Alberto Cerri,194,600000.0
Itamar Noy,185,600000.0
Vyacheslav Tankovskyi,168,600000.0
Hyun-taek Cho,182,600000.0
Nazariy Rusyn,177,600000.0
Teruki Hara,180,600000.0
Mohammed Mahzari,178,600000.0
Pascal Mozie,186,600000.0
Noah Katterbach,180,600000.0
Adrian Skogmar,175,600000.0
Kornel Lisman,186,600000.0
Carlos Mané,173,600000.0
Zan-Luk Leban,188,600000.0
Mikael Ishak,185,600000.0
Calvin Miller,182,600000.0
Robby McCrorie,188,600000.0
Nabil Aberdin,192,600000.0
Lewis Mayo,188,600000.0
Alex Vigo,175,600000.0
Mauricio Cuevas,170,600000.0
Isak Hansen-Aarøen,173,600000.0
Alejo Montero,178,600000.0
Yago Pikachu,172,600000.0
Ahmed Bamsaud,169,600000.0
Anton Shvets,190,600000.0
João Tomé,185,600000.0
Dimitrios Stavropoulos,191,600000.0
Ivi López,174,600000.0
Issei Takahashi,180,600000.0
Fernando Henrique,182,600000.0
Keita Endo,176,600000.0
Adrián Parra,179,600000.0
Mattheos Mountes,177,600000.0
Mark Natta,189,600000.0
Fredrik Kristensen Dahl,185,600000.0
Lukass Vapne,186,600000.0
Filippo Rinaldi,188,600000.0
Pavel Meleshin,188,600000.0
Onur Bulut,179,600000.0
Kirill Stolbov,178,600000.0
Pedro Santos,178,600000.0
Kristijan Trapanovski,180,600000.0
Yvan Ikia Dimi,175,600000.0
Ilian Iliev,173,600000.0
Daniil Odoevskiy,190,600000.0
Ulrik Saltnes,187,600000.0
Amer Gojak,184,600000.0
Mikkel Maigaard,180,600000.0
Kazbek Mukailov,190,600000.0
Denys Marchenko,193,600000.0
Adonija Ouanda,180,600000.0
Regan Charles-Cook,174,600000.0
Gabriel Novaes,184,600000.0
Sander Svendsen,172,600000.0
Ola Visted,178,600000.0
Cristian Dájome,172,600000.0
Sam Cosgrove,194,600000.0
Antonijs Cernomordijs,190,600000.0
Aaron Long,186,600000.0
Ajdin Hrustic,180,600000.0
Motiejus Burba,177,600000.0
Leon Opitz,183,600000.0
Yunus Emre Çift,188,600000.0
Yu Funabashi,175,600000.0
Tiemoko Ouattara,178,600000.0
Khayal Aliyev,178,600000.0
João Moutinho,183,600000.0
Tyrone Owusu,183,600000.0
Min-ha Shin,186,600000.0
Liangming Lin,180,600000.0
Pedro Cobra,193,600000.0
Lucas Ahijado,174,600000.0
Mohamed Cherif Haidara,190,600000.0
Borislav Rupanov,188,600000.0
Bright Ede,193,600000.0
Ariel Mosór,184,600000.0
Ezequiel Ham,173,600000.0
Jakub Jezierski,186,600000.0
David Buchta,184,600000.0
Filip Szymczak,187,600000.0
Anton Salabay,187,600000.0
Griffin Dillon,180,600000.0
Danny Ward,191,600000.0
Kristian Strømland Lien,188,600000.0
Tom Strannegård,177,600000.0
Alan Forneris,184,600000.0
Peter Kareem,183,600000.0
Elias Pihlström,187,600000.0
Juhani Pikkarainen,195,600000.0
Alex Rufer,180,600000.0
Lucas Acosta,187,600000.0
Loïc Lüthi,189,600000.0
Lucas França,194,600000.0
Stefano Moreyra,179,600000.0
Ethan Brooks,175,600000.0
Tómas Bent Magnússon,193,600000.0
Smail Prevljak,187,600000.0
Thomas Isherwood,195,600000.0
Siro Rosané,179,600000.0
Mahir Emreli,187,600000.0
Kevin Quevedo,180,600000.0
Erik Flataker,182,600000.0
Fernando Juárez,177,600000.0
Michel,188,600000.0
Nicolás Ferreira,170,600000.0
Halil Akbunar,170,600000.0
Steve Mvoué,185,600000.0
Franz Stolz,193,600000.0
Pelle Clement,177,600000.0
Filip Zorvan,172,600000.0
Matheo Raab,186,600000.0
Manuel Capasso,188,600000.0
Luiz Gustavo,188,600000.0
Wyatt Meyer,188,600000.0
David von Ballmoos,192,600000.0
Artem Timofeev,185,600000.0
Daniel Braut,190,600000.0
Luís Semedo,192,600000.0
Jawad El Yamiq,193,600000.0
Uros Ignjatovic,171,600000.0
Mathias Olesen,188,600000.0
Marco Huamán,170,600000.0
Azizbek Turgunboev,173,600000.0
Bryan Castrillón,173,600000.0
Kento Hashimoto,183,600000.0
Timipere Johnson Eboh,182,600000.0
Ronaldo Vásquez,167,600000.0
Keiya Shiihashi,178,600000.0
Thierry Lutonda,167,600000.0
Slobodan Urosevic,184,600000.0
Samuel Kopasek,175,600000.0
Giorgi Maisuradze,190,600000.0
Alan Pulido,176,600000.0
Elvin Badalov,184,600000.0
Ronaldo Webster,175,600000.0
Stiven Mendoza,171,600000.0
Ariel Uribe,167,600000.0
Jaroslaw Kubicki,180,600000.0
Yaya Dukuly,176,600000.0
Carlos Harvey,184,600000.0
Ole Sæter,193,600000.0
Leon Hien,188,600000.0
Glenn Bijl,179,600000.0
Koya Yuruki,183,600000.0
Lúkas Petersson,195,600000.0
Taisei Inoue,184,600000.0
Hamza Hannouri,188,600000.0
Nevio Scherrer,180,600000.0
Shon Goldberg,179,600000.0
Lindrit Kamberi,184,600000.0
Jiri Slama,177,600000.0
Serhat Öztaşdelen,188,600000.0
Lewis Neilson,184,600000.0
Federico Fattori,178,600000.0
Soslan Kagermazov,185,600000.0
Stephan Ambrosius,186,600000.0
Joachim Soltvedt,188,600000.0
Matías Kranevitter,179,600000.0
Moritz Broschinski,190,600000.0
Fredrik Carson Pedersen,173,600000.0
Janko Jevremovic,181,600000.0
Bujar Pllana,190,600000.0
Takuya Ogiwara,175,600000.0
Marko Mijailovic,188,600000.0
Seydou Traoré,185,600000.0
Lukas Kacavenda,174,600000.0
Justin Bourgault,185,600000.0
Srdjan Mijailovic,178,600000.0
Alan Torres,175,600000.0
Youssouf Oumarou,190,600000.0
Zane Monlouis,186,600000.0
Choco Lozano,183,600000.0
Ernestas Lysionok,190,600000.0
Jan Dapo,185,600000.0
Stefan Bell,192,600000.0
Andreas Nibe,187,600000.0
Gonçalo Costa,179,600000.0
Tiago Çukur,196,600000.0
Tunahan Taşçı,172,600000.0
Jaroslav Zelený,190,600000.0
Davit Kereselidze,191,600000.0
John García,170,600000.0
Tobías Medina,180,600000.0
Karol Mets,191,600000.0
Marouane Louadni,190,600000.0
Brandon Borrello,178,600000.0
Franco Watson,177,600000.0
Franco Orozco,168,600000.0
Zisis Karachalios,181,600000.0
Dominik Baumgartner,188,600000.0
Angelo Gattermayer,182,600000.0
Pablo Monje,172,600000.0
Eduardo Armenta,171,600000.0
Hakim Abdallah,175,600000.0
Haruki Arai,170,600000.0
Ignacio Maestro Puch,176,600000.0
Ihlas Bebou,185,600000.0
Yuki Kakita,187,600000.0
Antoni Ivanov,170,600000.0
Buatu,187,600000.0
Dánnovi Quiñónes,176,600000.0
Leo Östman,188,600000.0
Jesper Gustavsson,174,600000.0
Kajetan Szmyt,171,600000.0
Zdravko Dimitrov,180,600000.0
Manprit Sarkaria,180,600000.0
Nico Cavallo,185,600000.0
Jakov Basic,191,600000.0
Artur Shushenachev,190,600000.0
Gioele Zacchi,185,600000.0
Maxime Dominguez,173,600000.0
Francis de Vries,181,600000.0
Keegan Rosenberry,173,600000.0
Lucas Haren,180,600000.0
Matan Baltaxa,185,600000.0
Adrián Diéguez,188,600000.0
Léider Berrío,175,600000.0
Burak Bozan,200,600000.0
Matteo Bignetti,190,600000.0
Nikolay Ivanov,189,600000.0
Abbas Al-Hassan,174,600000.0
Migouel Alfarela,173,600000.0
Dylan Batubinsika,185,600000.0
Maksym Zaderaka,171,600000.0
Richonell Margaret,191,600000.0
Danylo Beskorovaynyi,194,600000.0
Rafael Brito,183,600000.0
Gonzalo Lencina,178,600000.0
Tigran Avanesyan,184,600000.0
Bogdan Moskvichev,193,600000.0
Jorge Aguirre,183,600000.0
Óscar Santis,172,600000.0
Matheus Mendes,193,600000.0
Dion Kacuri,190,600000.0
Ionuț Vînă,179,550000.0
Will Dobson,170,550000.0
Sabri Ben Hessen,189,550000.0
Bozhidar Kraev,186,550000.0
Charalampos Kyriakou,181,550000.0
Yordan Osorio,189,550000.0
Miguel Araujo,179,550000.0
Odysseus Velanas,180,550000.0
César Haydar,183,550000.0
Élber,170,550000.0
Kostas Pileas,180,550000.0
Gustavo Charrupí,174,550000.0
Kazuya Miyahara,172,550000.0
Virgiliu Postolachi,188,550000.0
Jójó,188,550000.0
Ayoub Ghezala,180,550000.0
Daniel Eid,183,550000.0
Youssef Amyn,175,550000.0
Bruno Mota,194,550000.0
Taonsa Axel,184,550000.0
Lachlan Bayliss,178,550000.0
Ante Palaversa,187,550000.0
Abdoul Tapsoba,180,550000.0
Jean,187,550000.0
Warren O'Hora,188,550000.0
Yun-sang Hong,177,550000.0
Aboubacar Keita,188,550000.0
Maksim Kaynov,193,550000.0
Jhair Soto,179,550000.0
Sho Inagaki,176,550000.0
Yevgeniy Skyba,189,550000.0
Yonis Njoh,185,550000.0
Jonny Yull,174,550000.0
Mauro Laínez,178,550000.0
Harry Milne,183,550000.0
Chang-geun Lee,186,550000.0
Leonardo Castro,180,550000.0
Byung-kwan Jeon,178,550000.0
Jhon Murillo,170,550000.0
Shota Fukuoka,180,550000.0
Apostolos Stamatelopoulos,184,550000.0
Diego Campos,178,550000.0
Aldaír Ferreira,175,550000.0
Wi-je Cho,190,550000.0
Kosuke Kinoshita,190,550000.0
Tim Freriks,194,550000.0
Juan José Mera,185,550000.0
Jordi Amat,185,550000.0
Nelson Okeke,184,550000.0
Jahaziel Marchand,173,550000.0
Patryk Klimala,183,550000.0
Tiberiu Căpușă,183,550000.0
Alexandru Stoian,183,550000.0
Cristopher Núñez,171,550000.0
Andrea Ghion,174,550000.0
Yuya Yamagishi,183,550000.0
Adi Chică-Roșă,185,550000.0
Luis Palacios,181,550000.0
Sam Klein,188,550000.0
Renzo Orihuela,184,550000.0
Jae-won Hwang,180,550000.0
Stiven Vega,178,550000.0
Robin Frej,188,550000.0
Yasser Al-Shahrani,170,550000.0
Isaac Hughes,183,550000.0
Jake Brimmer,169,550000.0
Klemen Mihelak,189,550000.0
Toby Sibbick,189,550000.0
Victor Dican,191,550000.0
Babacar Mboup,192,550000.0
Nicolás Gil,182,550000.0
Rodrigo Ureña,181,550000.0
Tiago Freitas,186,550000.0
Adrián Mora,192,550000.0
Anderson Angulo,187,550000.0
Milorad Stajic,180,550000.0
Lucas Monzón,185,550000.0
Jonatan Lindekilde,188,550000.0
Seung-won Jeong,173,550000.0
Marcel Pięczek,185,550000.0
Ludwig Malachowski Thorell,176,550000.0
Filip Manojlovic,197,550000.0
Matej Radosta,178,550000.0
Milton Valenzuela,170,550000.0
Mehdi Boudjemaa,182,550000.0
Jona Niemiec,188,550000.0
Owen Goodman,193,550000.0
Yota Maejima,178,550000.0
Ivan Cubelic,184,550000.0
Ángelo Araos,174,550000.0
Emmanuel Ekong,181,550000.0
Masaaki Goto,191,550000.0
Hijiri Onaga,171,550000.0
Rareș Pop,177,550000.0
Antonio López,172,550000.0
Risto Radunovic,184,550000.0
Eric Hunal,183,550000.0
Obilor Denzel Okeke,170,550000.0
Lachlan Rose,170,550000.0
Takaya Kimura,175,550000.0
Mohannad Abu Taha,176,550000.0
Antonio Rodríguez,186,550000.0
Walid Ould-Chikh,186,550000.0
Daniel Wilmering,178,550000.0
James Milner,175,500000.0
Piero Cari,183,500000.0
Daniil Kuznetsov,182,500000.0
Yohan Bilingi,184,500000.0
Hamad Al-Yami,173,500000.0
Ataru Esaka,175,500000.0
Jeison Palacios,186,500000.0
Borja González,176,500000.0
Josué Tiendrébéogo,169,500000.0
Filip Lissah,188,500000.0
Stephen Odey,182,500000.0
Robin Wendin Thomasson,194,500000.0
Keiller,193,500000.0
Maksims Tonisevs,184,500000.0
Bruno Bogojevic,179,500000.0
Yeferson Paz,176,500000.0
Linus Alperud,176,500000.0
Jesús Maraude,165,500000.0
Joel Sebastián Romero,174,500000.0
Matt Polster,183,500000.0
Nicolás Samayoa,189,500000.0
José Morales,174,500000.0
Kauã Pascini,172,500000.0
Antônio Carlos,191,500000.0
Gabriel Charpentier,188,500000.0
Jonathan Bond,193,500000.0
Christ Afalna,187,500000.0
Matías Catalán,182,500000.0
André Moreira,195,500000.0
Adam Bergmark Wiberg,182,500000.0
Antonio Espigares,187,500000.0
Nikki Havenaar,200,500000.0
Saad Al-Nasser,168,500000.0
Andrey Estupiñán,175,500000.0
Fredrik Holmé,190,500000.0
Christopher Olivier,187,500000.0
Lasse Rieß,192,500000.0
José Martines,175,500000.0
Callum Osmand,179,500000.0
Andrej Fábry,177,500000.0
Deni Jurić,188,500000.0
Jeff Reine-Adélaïde,184,500000.0
Stas Pokatilov,190,500000.0
Andrei Gheorghiță,182,500000.0
Vadim Rață,173,500000.0
Jonas Svensson,170,500000.0
Thomas Henry,191,500000.0
Dario Melnjak,180,500000.0
Natan Ława,172,500000.0
Ilia Beriashvili,190,500000.0
Rocco Ríos Novo,178,500000.0
Teppei Oka,186,500000.0
Aurelio Oehlers,172,500000.0
Bram Lagae,183,500000.0
Johannes Naschberger,177,500000.0
Mark O'Hara,191,500000.0
Takumi Kamijima,186,500000.0
Augusto Lotti,180,500000.0
Tom McGill,185,500000.0
Styven Vásquez,185,500000.0
Stanislav Petruța,181,500000.0
Anderson,184,500000.0
Lovro Majkic,190,500000.0
Novak Mićović,194,500000.0
Zé Ricardo,180,500000.0
Imad Riahi,178,500000.0
Hayen Palacios,186,500000.0
Marko Sapuga,194,500000.0
Ariel Lassiter,178,500000.0
Jesús Pretell,172,500000.0
Damian van Bruggen,185,500000.0
August Mikkelsen,167,500000.0
Georgios Athanasiadis,191,500000.0
Enzo Larrosa,185,500000.0
Dong-jun Lee,173,500000.0
Cristian Paz,186,500000.0
Yan Vorogovskiy,182,500000.0
Asahi Masuyama,173,500000.0
Sven Ulreich,192,500000.0
Ivan Ahimbisibwe,186,500000.0
Tiaguinho,176,500000.0
Jhon Rentería,180,500000.0
Aleksandr Shestyuk,188,500000.0
Juan Castillo,191,500000.0
Antoine Baroan,188,500000.0
Oleksandr Demchenko,181,500000.0
Ryotaro Tsunoda,185,500000.0
Saleh Al-Shehri,184,500000.0
Mayk,172,500000.0
Zé Vitor,194,500000.0
Keiya Sento,171,500000.0
Allan Okello,179,500000.0
